site,species,n_years,french_name
10999,GALCHL,2,Gallinule poule-d'eau
10999,GARGLA,2,Geai des chênes
10999,LUSMEG,2,Rossignol philomèle
10999,PARCAE,2,Mésange bleue
10999,PARMAJ,2,Mésange charbonnière
10999,PHYCOL,2,Pouillot véloce
10999,PICVIR,2,Pic vert
10999,SITEUR,2,Sittelle torchepot
10999,STRTUR,2,Tourterelle des bois
10999,STUVUL,2,Étourneau sansonnet
10999,SYLATR,2,Fauvette à tête noire
10999,TROTRO,2,Troglodyte mignon
10999,TURMER,2,Merle noir
10999,TURPHI,2,Grive musicienne
10999,TURVIS,2,Grive draine
11020,ALAARV,19,Alouette des champs
11020,ANTTRI,19,Pipit des arbres
11020,APUAPU,19,Martinet noir
11020,CERBRA,19,Grimpereau des jardins
11020,COLPAL,19,Pigeon ramier
11020,CORCOR,19,Corneille noire
11020,CUCCAN,19,Coucou gris
11020,DENMAJ,19,Pic épeiche
11020,DRYMAR,19,Pic noir
11020,EMBCIT,19,Bruant jaune
11020,ERIRUB,19,Rougegorge familier
11020,FALTIN,19,Faucon crécerelle
11020,FRICOE,19,Pinson des arbres
11020,GALCHL,19,Gallinule poule-d'eau
11020,GARGLA,19,Geai des chênes
11020,HIRRUS,19,Hirondelle rustique
11020,LUSMEG,19,Rossignol philomèle
11020,PARCAE,19,Mésange bleue
11020,PARMAJ,19,Mésange charbonnière
11020,PASDOM,19,Moineau domestique
11020,PHOOCH,19,Rougequeue noir
11020,PHYCOL,19,Pouillot véloce
11020,PICVIR,19,Pic vert
11020,SITEUR,19,Sittelle torchepot
11020,STRDEC,19,Tourterelle turque
11020,STRTUR,19,Tourterelle des bois
11020,STUVUL,19,Étourneau sansonnet
11020,SYLATR,19,Fauvette à tête noire
11020,TROTRO,19,Troglodyte mignon
11020,TURMER,19,Merle noir
11020,TURPHI,19,Grive musicienne
11103,APUAPU,21,Martinet noir
11103,CERBRA,21,Grimpereau des jardins
11103,COLPAL,21,Pigeon ramier
11103,CORCOR,21,Corneille noire
11103,CUCCAN,21,Coucou gris
11103,DENMAJ,21,Pic épeiche
11103,DRYMAR,21,Pic noir
11103,EMBCIT,21,Bruant jaune
11103,ERIRUB,21,Rougegorge familier
11103,FRICOE,21,Pinson des arbres
11103,GARGLA,21,Geai des chênes
11103,HIRRUS,21,Hirondelle rustique
11103,LUSMEG,21,Rossignol philomèle
11103,PARCAE,21,Mésange bleue
11103,PARMAJ,21,Mésange charbonnière
11103,PHOOCH,21,Rougequeue noir
11103,PHYCOL,21,Pouillot véloce
11103,PICVIR,21,Pic vert
11103,SITEUR,21,Sittelle torchepot
11103,STRTUR,21,Tourterelle des bois
11103,STUVUL,21,Étourneau sansonnet
11103,SYLATR,21,Fauvette à tête noire
11103,TROTRO,21,Troglodyte mignon
11103,TURMER,21,Merle noir
11103,TURPHI,21,Grive musicienne
11103,TURVIS,21,Grive draine
11134,ALAARV,7,Alouette des champs
11134,ANTTRI,7,Pipit des arbres
11134,CERBRA,7,Grimpereau des jardins
11134,COLPAL,7,Pigeon ramier
11134,CORCOR,7,Corneille noire
11134,CUCCAN,7,Coucou gris
11134,DENMAJ,7,Pic épeiche
11134,DRYMAR,7,Pic noir
11134,EMBCIT,7,Bruant jaune
11134,ERIRUB,7,Rougegorge familier
11134,FALTIN,7,Faucon crécerelle
11134,FRICOE,7,Pinson des arbres
11134,GARGLA,7,Geai des chênes
11134,HIRRUS,7,Hirondelle rustique
11134,LULARB,7,Alouette lulu
11134,LUSMEG,7,Rossignol philomèle
11134,PARCAE,7,Mésange bleue
11134,PARMAJ,7,Mésange charbonnière
11134,PASDOM,7,Moineau domestique
11134,PHOOCH,7,Rougequeue noir
11134,PHYCOL,7,Pouillot véloce
11134,PICVIR,7,Pic vert
11134,PRUMOD,7,Accenteur mouchet
11134,SITEUR,7,Sittelle torchepot
11134,STRDEC,7,Tourterelle turque
11134,STRTUR,7,Tourterelle des bois
11134,STUVUL,7,Étourneau sansonnet
11134,SYLATR,7,Fauvette à tête noire
11134,TROTRO,7,Troglodyte mignon
11134,TURMER,7,Merle noir
11134,TURPHI,7,Grive musicienne
11134,TURVIS,7,Grive draine
11158,ALAARV,19,Alouette des champs
11158,ANTTRI,19,Pipit des arbres
11158,APUAPU,19,Martinet noir
11158,CERBRA,19,Grimpereau des jardins
11158,COLPAL,19,Pigeon ramier
11158,CORCOR,19,Corneille noire
11158,CUCCAN,19,Coucou gris
11158,DENMAJ,19,Pic épeiche
11158,DRYMAR,19,Pic noir
11158,EMBCIT,19,Bruant jaune
11158,ERIRUB,19,Rougegorge familier
11158,FALTIN,19,Faucon crécerelle
11158,FRICOE,19,Pinson des arbres
11158,GARGLA,19,Geai des chênes
11158,HIRRUS,19,Hirondelle rustique
11158,LULARB,19,Alouette lulu
11158,LUSMEG,19,Rossignol philomèle
11158,MILCAL,19,Bruant proyer
11158,PARCAE,19,Mésange bleue
11158,PARMAJ,19,Mésange charbonnière
11158,PASDOM,19,Moineau domestique
11158,PHOOCH,19,Rougequeue noir
11158,PHYCOL,19,Pouillot véloce
11158,PICVIR,19,Pic vert
11158,PRUMOD,19,Accenteur mouchet
11158,SITEUR,19,Sittelle torchepot
11158,STRDEC,19,Tourterelle turque
11158,STRTUR,19,Tourterelle des bois
11158,STUVUL,19,Étourneau sansonnet
11158,SYLATR,19,Fauvette à tête noire
11158,TROTRO,19,Troglodyte mignon
11158,TURMER,19,Merle noir
11158,TURPHI,19,Grive musicienne
11159,ALAARV,15,Alouette des champs
11159,APUAPU,15,Martinet noir
11159,CERBRA,15,Grimpereau des jardins
11159,COLPAL,15,Pigeon ramier
11159,CORCOR,15,Corneille noire
11159,CUCCAN,15,Coucou gris
11159,DENMAJ,15,Pic épeiche
11159,DRYMAR,15,Pic noir
11159,EMBCIT,15,Bruant jaune
11159,ERIRUB,15,Rougegorge familier
11159,FALTIN,15,Faucon crécerelle
11159,FRICOE,15,Pinson des arbres
11159,GARGLA,15,Geai des chênes
11159,HIRRUS,15,Hirondelle rustique
11159,LULARB,15,Alouette lulu
11159,LUSMEG,15,Rossignol philomèle
11159,MILCAL,15,Bruant proyer
11159,PARCAE,15,Mésange bleue
11159,PARMAJ,15,Mésange charbonnière
11159,PASDOM,15,Moineau domestique
11159,PHOOCH,15,Rougequeue noir
11159,PHYCOL,15,Pouillot véloce
11159,PICVIR,15,Pic vert
11159,SITEUR,15,Sittelle torchepot
11159,STRDEC,15,Tourterelle turque
11159,STRTUR,15,Tourterelle des bois
11159,STUVUL,15,Étourneau sansonnet
11159,SYLATR,15,Fauvette à tête noire
11159,TROTRO,15,Troglodyte mignon
11159,TURMER,15,Merle noir
11159,TURPHI,15,Grive musicienne
11230,ALAARV,18,Alouette des champs
11230,ANTTRI,18,Pipit des arbres
11230,APUAPU,18,Martinet noir
11230,CERBRA,18,Grimpereau des jardins
11230,COLPAL,18,Pigeon ramier
11230,CORCOR,18,Corneille noire
11230,CUCCAN,18,Coucou gris
11230,DENMAJ,18,Pic épeiche
11230,EMBCIT,18,Bruant jaune
11230,ERIRUB,18,Rougegorge familier
11230,FALTIN,18,Faucon crécerelle
11230,FRICOE,18,Pinson des arbres
11230,GALCHL,18,Gallinule poule-d'eau
11230,GARGLA,18,Geai des chênes
11230,HIRRUS,18,Hirondelle rustique
11230,LULARB,18,Alouette lulu
11230,LUSMEG,18,Rossignol philomèle
11230,MILCAL,18,Bruant proyer
11230,PARCAE,18,Mésange bleue
11230,PARCRI,18,Mésange huppée
11230,PARMAJ,18,Mésange charbonnière
11230,PASDOM,18,Moineau domestique
11230,PHOOCH,18,Rougequeue noir
11230,PHYCOL,18,Pouillot véloce
11230,PICVIR,18,Pic vert
11230,PRUMOD,18,Accenteur mouchet
11230,SITEUR,18,Sittelle torchepot
11230,STRDEC,18,Tourterelle turque
11230,STRTUR,18,Tourterelle des bois
11230,STUVUL,18,Étourneau sansonnet
11230,SYLATR,18,Fauvette à tête noire
11230,TROTRO,18,Troglodyte mignon
11230,TURMER,18,Merle noir
11230,TURPHI,18,Grive musicienne
11240,ANTTRI,3,Pipit des arbres
11240,CERBRA,3,Grimpereau des jardins
11240,COLPAL,3,Pigeon ramier
11240,CORCOR,3,Corneille noire
11240,CUCCAN,3,Coucou gris
11240,DENMAJ,3,Pic épeiche
11240,DRYMAR,3,Pic noir
11240,EMBCIT,3,Bruant jaune
11240,ERIRUB,3,Rougegorge familier
11240,FRICOE,3,Pinson des arbres
11240,GARGLA,3,Geai des chênes
11240,LULARB,3,Alouette lulu
11240,PARCAE,3,Mésange bleue
11240,PARCRI,3,Mésange huppée
11240,PARMAJ,3,Mésange charbonnière
11240,PHOOCH,3,Rougequeue noir
11240,PHYCOL,3,Pouillot véloce
11240,PICVIR,3,Pic vert
11240,SITEUR,3,Sittelle torchepot
11240,SYLATR,3,Fauvette à tête noire
11240,TROTRO,3,Troglodyte mignon
11240,TURMER,3,Merle noir
11240,TURPHI,3,Grive musicienne
11240,TURVIS,3,Grive draine
11303,ANTTRI,5,Pipit des arbres
11303,CERBRA,5,Grimpereau des jardins
11303,COLPAL,5,Pigeon ramier
11303,CORCOR,5,Corneille noire
11303,CUCCAN,5,Coucou gris
11303,DENMAJ,5,Pic épeiche
11303,DRYMAR,5,Pic noir
11303,EMBCIT,5,Bruant jaune
11303,ERIRUB,5,Rougegorge familier
11303,FRICOE,5,Pinson des arbres
11303,GARGLA,5,Geai des chênes
11303,HIRRUS,5,Hirondelle rustique
11303,LULARB,5,Alouette lulu
11303,LUSMEG,5,Rossignol philomèle
11303,PARCAE,5,Mésange bleue
11303,PARCRI,5,Mésange huppée
11303,PARMAJ,5,Mésange charbonnière
11303,PHYCOL,5,Pouillot véloce
11303,PICVIR,5,Pic vert
11303,PRUMOD,5,Accenteur mouchet
11303,SITEUR,5,Sittelle torchepot
11303,STUVUL,5,Étourneau sansonnet
11303,SYLATR,5,Fauvette à tête noire
11303,TROTRO,5,Troglodyte mignon
11303,TURMER,5,Merle noir
11303,TURPHI,5,Grive musicienne
11303,TURVIS,5,Grive draine
20006,ALAARV,7,Alouette des champs
20006,ANTTRI,7,Pipit des arbres
20006,APUAPU,7,Martinet noir
20006,CERBRA,7,Grimpereau des jardins
20006,COLPAL,7,Pigeon ramier
20006,CORCOR,7,Corneille noire
20006,CUCCAN,7,Coucou gris
20006,DENMAJ,7,Pic épeiche
20006,EMBCIT,7,Bruant jaune
20006,ERIRUB,7,Rougegorge familier
20006,FALTIN,7,Faucon crécerelle
20006,FRICOE,7,Pinson des arbres
20006,GALCHL,7,Gallinule poule-d'eau
20006,GARGLA,7,Geai des chênes
20006,HIRRUS,7,Hirondelle rustique
20006,LUSMEG,7,Rossignol philomèle
20006,PARCAE,7,Mésange bleue
20006,PARMAJ,7,Mésange charbonnière
20006,PASDOM,7,Moineau domestique
20006,PHOOCH,7,Rougequeue noir
20006,PHYCOL,7,Pouillot véloce
20006,PICVIR,7,Pic vert
20006,PRUMOD,7,Accenteur mouchet
20006,STRDEC,7,Tourterelle turque
20006,STRTUR,7,Tourterelle des bois
20006,STUVUL,7,Étourneau sansonnet
20006,SYLATR,7,Fauvette à tête noire
20006,TROTRO,7,Troglodyte mignon
20006,TURMER,7,Merle noir
20006,TURPHI,7,Grive musicienne
20006,TURVIS,7,Grive draine
20163,ALAARV,3,Alouette des champs
20163,COLPAL,3,Pigeon ramier
20163,CORCOR,3,Corneille noire
20163,CUCCAN,3,Coucou gris
20163,DENMAJ,3,Pic épeiche
20163,EMBCIT,3,Bruant jaune
20163,FALTIN,3,Faucon crécerelle
20163,FRICOE,3,Pinson des arbres
20163,HIRRUS,3,Hirondelle rustique
20163,LUSMEG,3,Rossignol philomèle
20163,MILCAL,3,Bruant proyer
20163,PARCAE,3,Mésange bleue
20163,PARMAJ,3,Mésange charbonnière
20163,PASDOM,3,Moineau domestique
20163,PHOOCH,3,Rougequeue noir
20163,PHYCOL,3,Pouillot véloce
20163,PICVIR,3,Pic vert
20163,PRUMOD,3,Accenteur mouchet
20163,STRDEC,3,Tourterelle turque
20163,STRTUR,3,Tourterelle des bois
20163,STUVUL,3,Étourneau sansonnet
20163,SYLATR,3,Fauvette à tête noire
20163,TROTRO,3,Troglodyte mignon
20163,TURMER,3,Merle noir
20163,TURPHI,3,Grive musicienne
20204,ALAARV,16,Alouette des champs
20204,APUAPU,16,Martinet noir
20204,CERBRA,16,Grimpereau des jardins
20204,COLPAL,16,Pigeon ramier
20204,CORCOR,16,Corneille noire
20204,CUCCAN,16,Coucou gris
20204,DENMAJ,16,Pic épeiche
20204,EMBCIT,16,Bruant jaune
20204,ERIRUB,16,Rougegorge familier
20204,FALTIN,16,Faucon crécerelle
20204,FRICOE,16,Pinson des arbres
20204,GARGLA,16,Geai des chênes
20204,HIRRUS,16,Hirondelle rustique
20204,LUSMEG,16,Rossignol philomèle
20204,MILCAL,16,Bruant proyer
20204,PARCAE,16,Mésange bleue
20204,PARCRI,16,Mésange huppée
20204,PARMAJ,16,Mésange charbonnière
20204,PASDOM,16,Moineau domestique
20204,PHOOCH,16,Rougequeue noir
20204,PHYCOL,16,Pouillot véloce
20204,PICVIR,16,Pic vert
20204,PRUMOD,16,Accenteur mouchet
20204,STRDEC,16,Tourterelle turque
20204,STRTUR,16,Tourterelle des bois
20204,STUVUL,16,Étourneau sansonnet
20204,SYLATR,16,Fauvette à tête noire
20204,TROTRO,16,Troglodyte mignon
20204,TURMER,16,Merle noir
20204,TURPHI,16,Grive musicienne
20207,ALAARV,16,Alouette des champs
20207,ANTTRI,16,Pipit des arbres
20207,APUAPU,16,Martinet noir
20207,CERBRA,16,Grimpereau des jardins
20207,COLPAL,16,Pigeon ramier
20207,CORCOR,16,Corneille noire
20207,CUCCAN,16,Coucou gris
20207,DENMAJ,16,Pic épeiche
20207,EMBCIT,16,Bruant jaune
20207,ERIRUB,16,Rougegorge familier
20207,FALTIN,16,Faucon crécerelle
20207,FRICOE,16,Pinson des arbres
20207,GARGLA,16,Geai des chênes
20207,HIRRUS,16,Hirondelle rustique
20207,LUSMEG,16,Rossignol philomèle
20207,MILCAL,16,Bruant proyer
20207,PARCAE,16,Mésange bleue
20207,PARMAJ,16,Mésange charbonnière
20207,PASDOM,16,Moineau domestique
20207,PHOOCH,16,Rougequeue noir
20207,PHYCOL,16,Pouillot véloce
20207,PICVIR,16,Pic vert
20207,PRUMOD,16,Accenteur mouchet
20207,STRDEC,16,Tourterelle turque
20207,STRTUR,16,Tourterelle des bois
20207,STUVUL,16,Étourneau sansonnet
20207,SYLATR,16,Fauvette à tête noire
20207,TROTRO,16,Troglodyte mignon
20207,TURMER,16,Merle noir
20207,TURPHI,16,Grive musicienne
20207,TURVIS,16,Grive draine
20857,ALAARV,20,Alouette des champs
20857,ANTTRI,20,Pipit des arbres
20857,APUAPU,20,Martinet noir
20857,CERBRA,20,Grimpereau des jardins
20857,COLPAL,20,Pigeon ramier
20857,CORCOR,20,Corneille noire
20857,CUCCAN,20,Coucou gris
20857,DENMAJ,20,Pic épeiche
20857,DRYMAR,20,Pic noir
20857,EMBCIT,20,Bruant jaune
20857,ERIRUB,20,Rougegorge familier
20857,FALTIN,20,Faucon crécerelle
20857,FRICOE,20,Pinson des arbres
20857,GARGLA,20,Geai des chênes
20857,HIRRUS,20,Hirondelle rustique
20857,LUSMEG,20,Rossignol philomèle
20857,MILCAL,20,Bruant proyer
20857,PARCAE,20,Mésange bleue
20857,PARMAJ,20,Mésange charbonnière
20857,PASDOM,20,Moineau domestique
20857,PHOOCH,20,Rougequeue noir
20857,PHYCOL,20,Pouillot véloce
20857,PICVIR,20,Pic vert
20857,PRUMOD,20,Accenteur mouchet
20857,STRDEC,20,Tourterelle turque
20857,STRTUR,20,Tourterelle des bois
20857,STUVUL,20,Étourneau sansonnet
20857,SYLATR,20,Fauvette à tête noire
20857,TROTRO,20,Troglodyte mignon
20857,TURMER,20,Merle noir
20857,TURPHI,20,Grive musicienne
20857,TURVIS,20,Grive draine
20881,ALAARV,3,Alouette des champs
20881,APUAPU,3,Martinet noir
20881,CERBRA,3,Grimpereau des jardins
20881,COLPAL,3,Pigeon ramier
20881,CORCOR,3,Corneille noire
20881,CUCCAN,3,Coucou gris
20881,DENMAJ,3,Pic épeiche
20881,EMBCIT,3,Bruant jaune
20881,ERIRUB,3,Rougegorge familier
20881,FALTIN,3,Faucon crécerelle
20881,FRICOE,3,Pinson des arbres
20881,GALCHL,3,Gallinule poule-d'eau
20881,GARGLA,3,Geai des chênes
20881,HIRRUS,3,Hirondelle rustique
20881,LUSMEG,3,Rossignol philomèle
20881,MILCAL,3,Bruant proyer
20881,PARCAE,3,Mésange bleue
20881,PARMAJ,3,Mésange charbonnière
20881,PASDOM,3,Moineau domestique
20881,PHOOCH,3,Rougequeue noir
20881,PHYCOL,3,Pouillot véloce
20881,PICVIR,3,Pic vert
20881,PRUMOD,3,Accenteur mouchet
20881,STRDEC,3,Tourterelle turque
20881,STRTUR,3,Tourterelle des bois
20881,STUVUL,3,Étourneau sansonnet
20881,SYLATR,3,Fauvette à tête noire
20881,TROTRO,3,Troglodyte mignon
20881,TURMER,3,Merle noir
20881,TURPHI,3,Grive musicienne
21088,ALAARV,2,Alouette des champs
21088,ANTTRI,2,Pipit des arbres
21088,APUAPU,2,Martinet noir
21088,CERBRA,2,Grimpereau des jardins
21088,COLPAL,2,Pigeon ramier
21088,CORCOR,2,Corneille noire
21088,CUCCAN,2,Coucou gris
21088,DENMAJ,2,Pic épeiche
21088,EMBCIT,2,Bruant jaune
21088,ERIRUB,2,Rougegorge familier
21088,FRICOE,2,Pinson des arbres
21088,GALCHL,2,Gallinule poule-d'eau
21088,GARGLA,2,Geai des chênes
21088,HIRRUS,2,Hirondelle rustique
21088,LUSMEG,2,Rossignol philomèle
21088,PARCAE,2,Mésange bleue
21088,PARMAJ,2,Mésange charbonnière
21088,PASDOM,2,Moineau domestique
21088,PHOOCH,2,Rougequeue noir
21088,PHYCOL,2,Pouillot véloce
21088,PICVIR,2,Pic vert
21088,PRUMOD,2,Accenteur mouchet
21088,SITEUR,2,Sittelle torchepot
21088,STRDEC,2,Tourterelle turque
21088,STRTUR,2,Tourterelle des bois
21088,STUVUL,2,Étourneau sansonnet
21088,SYLATR,2,Fauvette à tête noire
21088,TROTRO,2,Troglodyte mignon
21088,TURMER,2,Merle noir
21088,TURPHI,2,Grive musicienne
21125,ALAARV,3,Alouette des champs
21125,ANTTRI,3,Pipit des arbres
21125,APUAPU,3,Martinet noir
21125,CERBRA,3,Grimpereau des jardins
21125,COLPAL,3,Pigeon ramier
21125,CORCOR,3,Corneille noire
21125,CUCCAN,3,Coucou gris
21125,DENMAJ,3,Pic épeiche
21125,DRYMAR,3,Pic noir
21125,EMBCIT,3,Bruant jaune
21125,ERIRUB,3,Rougegorge familier
21125,FALTIN,3,Faucon crécerelle
21125,FRICOE,3,Pinson des arbres
21125,GALCHL,3,Gallinule poule-d'eau
21125,GARGLA,3,Geai des chênes
21125,HIRRUS,3,Hirondelle rustique
21125,LUSMEG,3,Rossignol philomèle
21125,PARCAE,3,Mésange bleue
21125,PARMAJ,3,Mésange charbonnière
21125,PASDOM,3,Moineau domestique
21125,PHOOCH,3,Rougequeue noir
21125,PHYCOL,3,Pouillot véloce
21125,PICVIR,3,Pic vert
21125,PRUMOD,3,Accenteur mouchet
21125,STRDEC,3,Tourterelle turque
21125,STRTUR,3,Tourterelle des bois
21125,STUVUL,3,Étourneau sansonnet
21125,SYLATR,3,Fauvette à tête noire
21125,TROTRO,3,Troglodyte mignon
21125,TURMER,3,Merle noir
21125,TURPHI,3,Grive musicienne
21125,TURVIS,3,Grive draine
21172,ALAARV,2,Alouette des champs
21172,ANTTRI,2,Pipit des arbres
21172,APUAPU,2,Martinet noir
21172,CERBRA,2,Grimpereau des jardins
21172,COLPAL,2,Pigeon ramier
21172,CORCOR,2,Corneille noire
21172,CUCCAN,2,Coucou gris
21172,ERIRUB,2,Rougegorge familier
21172,FALTIN,2,Faucon crécerelle
21172,FRICOE,2,Pinson des arbres
21172,GARGLA,2,Geai des chênes
21172,HIRRUS,2,Hirondelle rustique
21172,PARCAE,2,Mésange bleue
21172,PARMAJ,2,Mésange charbonnière
21172,PASDOM,2,Moineau domestique
21172,PHOOCH,2,Rougequeue noir
21172,PHYCOL,2,Pouillot véloce
21172,PICVIR,2,Pic vert
21172,PRUMOD,2,Accenteur mouchet
21172,STRDEC,2,Tourterelle turque
21172,STRTUR,2,Tourterelle des bois
21172,SYLATR,2,Fauvette à tête noire
21172,TROTRO,2,Troglodyte mignon
21172,TURMER,2,Merle noir
21172,TURPHI,2,Grive musicienne
21172,TURVIS,2,Grive draine
21192,ALAARV,16,Alouette des champs
21192,ANTTRI,16,Pipit des arbres
21192,APUAPU,16,Martinet noir
21192,CERBRA,16,Grimpereau des jardins
21192,COLPAL,16,Pigeon ramier
21192,CORCOR,16,Corneille noire
21192,CUCCAN,16,Coucou gris
21192,DENMAJ,16,Pic épeiche
21192,DRYMAR,16,Pic noir
21192,EMBCIT,16,Bruant jaune
21192,ERIRUB,16,Rougegorge familier
21192,FALTIN,16,Faucon crécerelle
21192,FRICOE,16,Pinson des arbres
21192,GALCHL,16,Gallinule poule-d'eau
21192,GARGLA,16,Geai des chênes
21192,HIRRUS,16,Hirondelle rustique
21192,LUSMEG,16,Rossignol philomèle
21192,MILCAL,16,Bruant proyer
21192,PARCAE,16,Mésange bleue
21192,PARMAJ,16,Mésange charbonnière
21192,PASDOM,16,Moineau domestique
21192,PHOOCH,16,Rougequeue noir
21192,PHYCOL,16,Pouillot véloce
21192,PICVIR,16,Pic vert
21192,PRUMOD,16,Accenteur mouchet
21192,SITEUR,16,Sittelle torchepot
21192,STRDEC,16,Tourterelle turque
21192,STRTUR,16,Tourterelle des bois
21192,STUVUL,16,Étourneau sansonnet
21192,SYLATR,16,Fauvette à tête noire
21192,TROTRO,16,Troglodyte mignon
21192,TURMER,16,Merle noir
21192,TURPHI,16,Grive musicienne
21192,TURVIS,16,Grive draine
21279,ALAARV,7,Alouette des champs
21279,ANTTRI,7,Pipit des arbres
21279,APUAPU,7,Martinet noir
21279,CERBRA,7,Grimpereau des jardins
21279,COLPAL,7,Pigeon ramier
21279,CORCOR,7,Corneille noire
21279,CUCCAN,7,Coucou gris
21279,DENMAJ,7,Pic épeiche
21279,EMBCIT,7,Bruant jaune
21279,ERIRUB,7,Rougegorge familier
21279,FALTIN,7,Faucon crécerelle
21279,FRICOE,7,Pinson des arbres
21279,GALCHL,7,Gallinule poule-d'eau
21279,GARGLA,7,Geai des chênes
21279,HIRRUS,7,Hirondelle rustique
21279,LUSMEG,7,Rossignol philomèle
21279,MILCAL,7,Bruant proyer
21279,PARCAE,7,Mésange bleue
21279,PARMAJ,7,Mésange charbonnière
21279,PASDOM,7,Moineau domestique
21279,PHOOCH,7,Rougequeue noir
21279,PHYCOL,7,Pouillot véloce
21279,PICVIR,7,Pic vert
21279,PRUMOD,7,Accenteur mouchet
21279,SITEUR,7,Sittelle torchepot
21279,STRDEC,7,Tourterelle turque
21279,STRTUR,7,Tourterelle des bois
21279,STUVUL,7,Étourneau sansonnet
21279,SYLATR,7,Fauvette à tête noire
21279,TROTRO,7,Troglodyte mignon
21279,TURMER,7,Merle noir
21279,TURPHI,7,Grive musicienne
21279,TURVIS,7,Grive draine
21384,ALAARV,23,Alouette des champs
21384,ANTTRI,23,Pipit des arbres
21384,APUAPU,23,Martinet noir
21384,CERBRA,23,Grimpereau des jardins
21384,COLPAL,23,Pigeon ramier
21384,CORCOR,23,Corneille noire
21384,CUCCAN,23,Coucou gris
21384,DENMAJ,23,Pic épeiche
21384,DRYMAR,23,Pic noir
21384,EMBCIT,23,Bruant jaune
21384,ERIRUB,23,Rougegorge familier
21384,FALTIN,23,Faucon crécerelle
21384,FRICOE,23,Pinson des arbres
21384,GALCHL,23,Gallinule poule-d'eau
21384,GARGLA,23,Geai des chênes
21384,HIRRUS,23,Hirondelle rustique
21384,LUSMEG,23,Rossignol philomèle
21384,MILCAL,23,Bruant proyer
21384,PARCAE,23,Mésange bleue
21384,PARMAJ,23,Mésange charbonnière
21384,PASDOM,23,Moineau domestique
21384,PHOOCH,23,Rougequeue noir
21384,PHYCOL,23,Pouillot véloce
21384,PICVIR,23,Pic vert
21384,PRUMOD,23,Accenteur mouchet
21384,SITEUR,23,Sittelle torchepot
21384,STRDEC,23,Tourterelle turque
21384,STRTUR,23,Tourterelle des bois
21384,STUVUL,23,Étourneau sansonnet
21384,SYLATR,23,Fauvette à tête noire
21384,TROTRO,23,Troglodyte mignon
21384,TURMER,23,Merle noir
21384,TURPHI,23,Grive musicienne
21384,TURVIS,23,Grive draine
21506,ALAARV,7,Alouette des champs
21506,ANTTRI,7,Pipit des arbres
21506,CERBRA,7,Grimpereau des jardins
21506,COLPAL,7,Pigeon ramier
21506,CORCOR,7,Corneille noire
21506,CUCCAN,7,Coucou gris
21506,DENMAJ,7,Pic épeiche
21506,DRYMAR,7,Pic noir
21506,EMBCIT,7,Bruant jaune
21506,ERIRUB,7,Rougegorge familier
21506,FRICOE,7,Pinson des arbres
21506,GALCHL,7,Gallinule poule-d'eau
21506,GARGLA,7,Geai des chênes
21506,HIRRUS,7,Hirondelle rustique
21506,LUSMEG,7,Rossignol philomèle
21506,PARCAE,7,Mésange bleue
21506,PARMAJ,7,Mésange charbonnière
21506,PASDOM,7,Moineau domestique
21506,PHOOCH,7,Rougequeue noir
21506,PHYCOL,7,Pouillot véloce
21506,PICVIR,7,Pic vert
21506,PRUMOD,7,Accenteur mouchet
21506,SITEUR,7,Sittelle torchepot
21506,STRDEC,7,Tourterelle turque
21506,STRTUR,7,Tourterelle des bois
21506,STUVUL,7,Étourneau sansonnet
21506,SYLATR,7,Fauvette à tête noire
21506,TROTRO,7,Troglodyte mignon
21506,TURMER,7,Merle noir
21506,TURPHI,7,Grive musicienne
21506,TURVIS,7,Grive draine
21542,CERBRA,6,Grimpereau des jardins
21542,COLPAL,6,Pigeon ramier
21542,CORCOR,6,Corneille noire
21542,CUCCAN,6,Coucou gris
21542,DENMAJ,6,Pic épeiche
21542,ERIRUB,6,Rougegorge familier
21542,FRICOE,6,Pinson des arbres
21542,GARGLA,6,Geai des chênes
21542,LUSMEG,6,Rossignol philomèle
21542,PARCAE,6,Mésange bleue
21542,PARMAJ,6,Mésange charbonnière
21542,PHYCOL,6,Pouillot véloce
21542,PICVIR,6,Pic vert
21542,PRUMOD,6,Accenteur mouchet
21542,SITEUR,6,Sittelle torchepot
21542,STRTUR,6,Tourterelle des bois
21542,SYLATR,6,Fauvette à tête noire
21542,TROTRO,6,Troglodyte mignon
21542,TURMER,6,Merle noir
21542,TURPHI,6,Grive musicienne
21542,TURVIS,6,Grive draine
21784,ALAARV,8,Alouette des champs
21784,ANTTRI,8,Pipit des arbres
21784,APUAPU,8,Martinet noir
21784,CERBRA,8,Grimpereau des jardins
21784,COLPAL,8,Pigeon ramier
21784,CORCOR,8,Corneille noire
21784,CUCCAN,8,Coucou gris
21784,DENMAJ,8,Pic épeiche
21784,EMBCIT,8,Bruant jaune
21784,ERIRUB,8,Rougegorge familier
21784,FALTIN,8,Faucon crécerelle
21784,FRICOE,8,Pinson des arbres
21784,GALCHL,8,Gallinule poule-d'eau
21784,GARGLA,8,Geai des chênes
21784,HIRRUS,8,Hirondelle rustique
21784,LUSMEG,8,Rossignol philomèle
21784,MILCAL,8,Bruant proyer
